Title,Proposal Url,Mission,Total,Rubric Results
PermaDA: Utilizing Arweave as a low-cost permanent data availability solution,https://app.charmverse.io/op-grants/permada-utilizing-arweave-as-a-low-cost-permanent-data-availability-solution-6707330937293612,OS OP Stack Developer Tooling,95,"Criteria: Builder Commitment - Average: 2.8 || Total: 11
 

 *have already been building for OP
 

 

 Criteria: Demo included (binary yes/no) - Average: 2.0 || Total: 8
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 2.0 || Total: 8
 

 

 Criteria: Infrastructure Draw - Average: 3.0 || Total: 12
 

 *i like the idea of low-cost alternatives
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *this seems like a credible celestia alternative though there will continue to be more DA solutions out on the market
 

 

 Criteria: Milestone Orientation - Average: 2.0 || Total: 8
 

 

 Criteria: Milestones accountability - Average: 2.0 || Total: 8
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 8
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 

 Criteria: Optimism Relationship - Average: 1.5 || Total: 6
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 *previous building and experience with arweave -- seems promising
 

 

 Criteria: Timely Submission - Average: -2.0 || Total: -2"
Optimistic Crowdstaking: Funding more Builders on Optimism,https://app.charmverse.io/op-grants/optimistic-crowdstaking-funding-more-builders-on-optimism-8173089535454674,Builder Grants 2,78,"Criteria: Builder Commitment - Average: 2.5 || Total: 10
 

 

 Criteria: Builder Draw - Average: 1.5 || Total: 6
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 1.5 || Total: 6
 

 

 Criteria: Discretionary Factors - Average: -0.8 || Total: -3
 

 *This is better suited for RPGF. The model itself is interesting but it requires enormous capital to be impactful. Current metrics do not convince me that this is more than just proof of feasibility.
 

 *this is such a clear candidate for RPGF rather than this. also the use of funds is out of scope. they need to source their own OP
 

 

 Criteria: Grant size - Average: 1.5 || Total: 6
 

 

 Criteria: Likelihood of success - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Orientation - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 4
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10"
Optimism sdk in rust,https://app.charmverse.io/op-grants/page-5371495028621585,OS OP Stack Developer Tooling,78,"Criteria: Builder Commitment - Average: 2.0 || Total: 8
 

 *has already done work for OP
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.0 || Total: 0
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 

 Criteria: Infrastructure Draw - Average: 1.8 || Total: 7
 

 *if rust support doesn't exist this is a big draw
 

 

 Criteria: Likelihood of success - Average: 2.5 || Total: 10
 

 *a decently used rust sdk for uniswap
 

 

 Criteria: Milestone Orientation - Average: 2.0 || Total: 8
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 8
 

 

 Criteria: Novelty - Average: 2.3 || Total: 7
 

 *need to confirm but this is something helpful
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 8
 

 *he's done it already
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0"
Optimism at Rio de Janeiro Federal Universities: a collaboration with the Blockchain Innovation Hub,https://app.charmverse.io/op-grants/optimism-at-rio-de-janeiro-federal-universities-a-collaboration-with-the-blockchain-innovation-hub-6395457446717472,Integration of Optimism Gov and RPGF Modules into University Courses,69,"Criteria: Code Audit (if applicable mark 0 if not) - Average: 0.4 || Total: 2
 

 *N/A
 

 *N/A
 

 

 Criteria: Delegate Reach - Average: 1.0 || Total: 5
 

 *Reaches a small number of OP voters/delegates.
 

 

 Criteria: Discretionary - Average: 0.3 || Total: 1
 

 *Seems very in-line with the purpose of the original mission that was proposed and voted by the token house.
 

 

 Criteria: Distribution implementation plan - Average: 1.4 || Total: 7
 

 *Unclear how much of the grant goes to each piece of the plan how much is for expenses fair compensation or incentives to students
 

 *Unclear distribution plan would prefer if all OP is focused on students with minimal amount for expenses (via builders 1 yr lock)
 

 

 Criteria: Experimentation and Novelty - Average: 1.2 || Total: 6
 

 *Similar to other university style programs nothing too novel here.
 

 

 Criteria: Grant size - Average: 1.0 || Total: 5
 

 *20000 is alot for this project
 

 *Large grant size which heavily outweight the benefit should greatly scaled down (10-20% of the current size)
 

 

 Criteria: Likelihood of success - Average: 1.6 || Total: 8
 

 

 Criteria: Milestone Assessment - Average: 2.0 || Total: 10
 

 

 Criteria: Milestone Trackability - Average: 1.0 || Total: 5
 

 

 Criteria: Optimism Relationship - Average: 1.2 || Total: 6
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2
 

 

 Criteria: Users - Average: 2.4 || Total: 12"
Opti.domains RetroPGF Revenue Sharing,https://app.charmverse.io/op-grants/page-19086124521748693,Revenue Sources for RetroPGF,75,"Criteria: Builder Commitment - Average: 1.8 || Total: 7
 

 

 Criteria: Builder Draw - Average: 0.0 || Total: 0
 

 *there seem like better ens extension implementations out there
 

 

 Criteria: Demo included (binary yes/no) - Average: 2.0 || Total: 8
 

 

 Criteria: Development of OP Stack - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *this seems like 1) it will eventually rely on OP Labs' involvement and 2) entails some subgrants - and has a mismatch in likely grant timing.
 

 

 Criteria: Grant size - Average: 1.0 || Total: 4
 

 

 Criteria: Likelihood of success - Average: 1.5 || Total: 6
 

 *success here relies a ton on assumptions - would be great to see traction first
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 

 Criteria: Milestones accountability - Average: 1.0 || Total: 4
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 1.8 || Total: 7
 

 

 Criteria: Opensource - Average: 0.8 || Total: 3
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Superchain composability potential - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 8
 

 

 Criteria: Timely Submission - Average: 0.5 || Total: 1"
Opti.domains ENS L2 Development,https://app.charmverse.io/op-grants/opti-domains-ens-l2-development-9893299892995353,Scale ENS to OP,88,"Criteria: Accessibility / Efficieny - Average: 0.5 || Total: 2
 

 

 Criteria: Builder Commitment - Average: 2.0 || Total: 8
 

 

 Criteria: Demo included (optional available only for software projects) - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors* - Average: -0.5 || Total: -2
 

 *not aligned enough with ENS - there's no need to add in optidomains here
 

 

 Criteria: Grant size - Average: 1.5 || Total: 6
 

 

 Criteria: Insights for UX/UI design - Average: 0.8 || Total: 3
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *this is counting on the use of more .op which is bad ux
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 *ENS domains 'communities' -- all of this isn't really indicative of uptake and easily gamed need better sources of truth
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Non-defi user attraction - Average: 1.0 || Total: 4
 

 

 Criteria: Novelty - Average: 1.5 || Total: 6
 

 *have been quite a few alternative namespace providers
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Sybil detection - Average: 0.3 || Total: 1
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 8
 

 *highly prolific dev but everything proposed has connected to opti.domains
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2
 

 

 Criteria: User draw - Average: 0.8 || Total: 3
 

 

 Criteria: User retention - Average: 1.0 || Total: 3"
Open RaaS - Open Sourced Rollup-as-a-Service,https://app.charmverse.io/op-grants/page-7421312354311491,Decentralized rollup-as-a-service,68,"Criteria: Builder Commitment - Average: 1.3 || Total: 5
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *Based on the proposal I've got the feeling that the team doesn't know yet what exactly they want to build (thus Preliminary Research phase) but they just want to build whatever comes out of their research if they got funding for it. I'd prefer if they had already figured out what they want to build and made this research beforehand right now there's some risk and vaguity in that proposal.
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 

 Criteria: Infrastructure Draw - Average: 1.7 || Total: 5
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 

 Criteria: Milestones accountability - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9
 

 *team seems credible
 

 *team shows significant ability to deliver one plan"
OPcity stack,https://app.charmverse.io/op-grants/page-1306815702055122,OP Stack Research and Implementation,84,"Criteria: Builder Commitment - Average: 2.3 || Total: 9
 

 

 Criteria: Demo included (binary yes/no) - Average: 2.0 || Total: 8
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *i'm a little weirded out by the use of obsolete benchmarking to justify an up front grant that may have questionable value
 

 i think they should reapply after this benchmarking - or plan for RPGF as they have in the past
 

 *I rescored based on the adjustments.
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *this is an enormous ask for what may be a marginal gain
 

 

 Criteria: Infrastructure Draw - Average: 1.5 || Total: 6
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 

 Criteria: Milestone Orientation - Average: 0.8 || Total: 3
 

 

 Criteria: Milestones accountability - Average: 2.0 || Total: 8
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 8
 

 

 Criteria: Novelty - Average: 3.0 || Total: 12
 

 *appears to be a novel solution
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 

 Criteria: Team assessment - Average: 3.0 || Total: 12
 

 *team has done quite a bit in the space - but not sure about actual uptake of their previous work
 

 *Team has substantial relevant experience and shows ability to deliver on plan
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0"
op-nimbus - an OP Stack execution client based on status-im/nimbus-eth1,https://app.charmverse.io/op-grants/op-nimbus-an-op-stack-execution-client-based-on-status-im-nimbus-eth1-4026380954614257,Alternative CL/EL Client,85,"Criteria: Builder Commitment - Average: 2.8 || Total: 11
 

 *serial contributor built for this
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.3 || Total: 1
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 

 Criteria: Infrastructure Draw - Average: 2.0 || Total: 8
 

 

 Criteria: Likelihood of success - Average: 2.3 || Total: 9
 

 

 Criteria: Milestone Orientation - Average: 1.5 || Total: 6
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 2.3 || Total: 9
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 11
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
op-besu - an OP Stack execution client based on hyperledger besu,https://app.charmverse.io/op-grants/op-besu-an-op-stack-execution-client-based-on-hyperledger-besu-2818630304747294,Alternative CL/EL Client,73,"Criteria: Builder Commitment - Average: 2.3 || Total: 9
 

 *have abandoned work from ecosystems in the past - which is fine but a data point
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 1.0 || Total: 4
 

 *they're asking the entire allocation to perform a fork that's likely already going to be done by the besu team
 

 *I rescored this based on the modification from the team.
 

 

 Criteria: Infrastructure Draw - Average: 1.8 || Total: 7
 

 *Having a Besu client might be important for institutional support long-term. I see this as an enabler of institutional clients to experiment with joining Superchain with their own OP-chains.
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *thisi s likely to be made redundant from several avenues as disclosed to the team
 

 

 Criteria: Milestone Orientation - Average: 0.8 || Total: 3
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 *see above
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 *this would be purpose built ofr OP
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9
 

 *The team proved to be capable to deliver although there is a question of long-term support.
 

 

 Criteria: Timely Submission - Average: 1.0 || Total: 1"
